,0
2017,TBPH
2018,VNCE
2019,CFNB
2020,AEGR
2021,MTGE
2022,NKSH
2023,MJN
2024,NEE
2025,WWWW
2026,BR
2027,CNP
2028,NMBL
2029,ACCL
2030,LQDT
2031,BDE
2032,TRXC
2033,AVT
2034,MDAS
2035,BSTC
2036,KPTI
2037,DGICA
2038,FLWS
2039,GDOT
2040,TRMB
2041,TW
2042,LMNX
2043,STNG
2044,CHEF
2045,OII
2046,IM
2047,AGIO
2048,GEVA
2049,GHL
2050,SNX
2051,AN
2052,LMOS
2053,RCL
2054,PNY
2055,TSYS
2056,VVC
2057,RAD
2058,EBIX
2059,ICGE
2060,CCNE
2061,WASH
2062,MKL
2063,EMC
2064,ILMN
2065,TWO
2066,HIBB
2067,UIL
2068,SHOR
2069,WLP
2070,MSI
2071,USAK
2072,CME
2073,UEC
2074,NP
2075,HES
2076,CNDO
2077,SSNC
2078,ARPI
2079,SAIA
2080,UBNK
2081,QTWO
2082,WST
2083,GM
2084,TEAR
2085,FRM
2086,GLOG
2087,HFC
2088,CMA
2089,SCI
2090,HST
2091,ESBF
2092,CJES
2093,MCC
2094,ORLY
2095,NDLS
2096,MHO
2097,PWR
2098,FCNCA
2099,QRHC
2100,CSWC
2101,IRWD
2102,AGX
2103,WSTC
2104,AZPN
2105,TFM
2106,FCN
2107,SHOO
2108,LOV
2109,TEL
2110,UVV
2111,HR
2112,PRKR
2113,BIOL
2114,ENOC
2115,MGEE
2116,ZINC
2117,BC
2118,CSCO
2119,RUSHA
2120,GTAT
2121,NUTR
2122,S
2123,NYRT
2124,LMNR
2125,SBGI
2126,MNTA
2127,DIOD
2128,UTIW
2129,LDRH
2130,MCD
2131,EBSB
2132,SN
2133,VLCCF
2134,RST
2135,FEIC
2136,SBNY
2137,DRNA
2138,SAFM
2139,GVA
2140,ZIXI
2141,SWS
2142,GOOD
2143,TSRE
2144,WTFC
2145,NEON
2146,MKTO
2147,AMBR
2148,CCC
2149,ENS
2150,SGM
2151,RGR
2152,RLD
2153,ARR
2154,ORB
2155,BKMU
2156,TRAK
2157,HPQ
2158,AEO
2159,FSS
2160,VVTV
2161,SNOW
2162,BREW
2163,SFL
2164,LBY
2165,LNN
2166,AAN
2167,CLDT
2168,COLM
2169,CVLT
2170,PDFS
2171,LINC
2172,CLMS
2173,PSA
2174,TIVO
2175,LSTR
2176,SALE
2177,BK
2178,PACB
2179,PSEM
2180,OUTR
2181,GT
2182,CHRW
2183,SNI
2184,BRS
2185,WY
2186,AERI
2187,CNX
2188,YHOO
2189,CNBC
2190,CSOD
2191,ESGR
2192,OMN
2193,PES
2194,KTOS
2195,VCYT
2196,FFBH
2197,IMN
2198,HTBK
2199,ANAC
2200,MS
2201,BRDR
2202,QLIK
2203,DVR
2204,CRM
2205,OGXI
2206,PM
2207,GRPN
2208,CTRX
2209,WWD
2210,BGCP
2211,SON
2212,MET
2213,R
2214,RPAI
2215,TIS
2216,MHFI
2217,STZ
2218,ELNK
2219,SNTA
2220,VG
2221,AOI
2222,RH
2223,LVS
2224,TRNX
2225,M
2226,SGK
2227,FITB
2228,MOVE
2229,HOMB
2230,ATVI
2231,STLD
2232,MM
2233,RES
2234,PKG
2235,MPX
2236,PCYC
2237,SPGI
2238,WAFD
2239,NSPH
2240,MSFG
2241,CMO
2242,LSI
2243,SQNM
2244,ARII
2245,ESCA
2246,AAL
2247,GSIG
2248,AHC
2249,ADUS
2250,IILG
2251,ADC
2252,CNO
2253,GHC
2254,FC
2255,ADT
2256,AMSF
2257,GARS
2258,SFG
2259,CHE
2260,CNS
2261,XLS
2262,CF
2263,GRT
2264,STNR
2265,RFMD
2266,LEG
2267,AXLL
2268,WCIC
2269,GOLD
2270,HLIT
2271,PRA
2272,SPF
2273,UCP
2274,BMS
2275,RE
2276,INTC
2277,THR
2278,GK
2279,IDXX
2280,FNSR
2281,SUI
2282,BGS
2283,GS
2284,WEN
2285,GTI
2286,FICO
2287,HP
2288,SCMP
2289,SWN
2290,TGT
2291,TRS
2292,OIS
2293,CAMP
2294,TYC
2295,ABC
2296,NUVA
2297,CIT
2298,TRGT
2299,MLM
2300,MBFI
2301,GCA
2302,STRA
2303,HME
2304,HK
2305,COHR
2306,RFP
2307,EXR
2308,KSS
2309,SEB
2310,FBIZ
2311,FXCB
2312,WERN
2313,TXRH
2314,NDSN
2315,NAVI
2316,AWI
2317,CUDA
2318,WSO
2319,DTLK
2320,SSNI
2321,TCB
2322,SXC
2323,CHKP
2324,WSTL
2325,CFI
2326,KFRC
2327,KMX
2328,SPDC
2329,JBLU
2330,ARSD
2331,SPR
2332,ADNC
2333,HL
2334,MNR
2335,CHH
2336,ITIC
2337,CXO
2338,PGTI
2339,ADSK
2340,FUBC
2341,TIPT
2342,AVD
2343,GMCR
2344,FUEL
2345,PRGX
2346,RRGB
2347,TRLA
2348,GES
2349,WSM
2350,GFF
2351,HOV
2352,RKUS
2353,CECE
2354,MXWL
2355,MNTX
2356,BWA
2357,RJF
2358,FSYS
2359,NCR
2360,UIS
2361,SPLS
2362,EXPR
2363,ANDE
2364,GSBC
2365,AI
2366,RCII
2367,CRAI
2368,NBCB
2369,AVG
2370,LNG
2371,HZNP
2372,RBCAA
2373,SRCL
2374,AVA
2375,DTSI
2376,ROC
2377,IRC
2378,HCOM
2379,STRZA
2380,MWW
2381,AP
2382,CSS
2383,CVA
2384,MW
2385,ATRC
2386,PLXT
2387,PFG
2388,CMCSK
2389,IXYS
2390,RS
2391,COST
2392,UTEK
2393,AIR
2394,OSUR
2395,SPA
2396,NAV
2397,DHIL
2398,CVCO
2399,ALX
2400,LECO
2401,PSMT
2402,ALJ
2403,JOE
2404,PANW
2405,SLXP
2406,BXC
2407,AFAM
2408,CPK
2409,LMT
2410,AMPE
2411,FSTR
2412,LTM
2413,WEC
2414,BRSS
2415,ATI
2416,HCN
2417,DMRC
2418,EW
2419,ENTG
2420,DTV
2421,BP
2422,BABY
2423,DOC
2424,CLF
2425,PLAB
2426,CCF
2427,EPIQ
2428,RTRX
2429,ALGT
2430,CKH
2431,VSH
2432,NMRX
2433,BYI
2434,HCI
2435,HAS
2436,GLRE
2437,DISH
2438,T
2439,ARC
2440,KLAC
2441,PPL
2442,OLBK
2443,CTO
2444,XRAY
2445,BZH
2446,DRC
2447,OFG
2448,PERY
2449,EZPW
2450,JBL
2451,DVN
2452,MAA
2453,MTSI
2454,STRT
2455,CROX
2456,AOS
2457,CHMG
2458,MTN
2459,GWR
2460,OCFC
2461,AJG
2462,TCAP
2463,NTK
2464,ADP
2465,EXC
2466,TDG
2467,UGI
2468,CSL
2469,DSCI
2470,AWAY
2471,SLCA
2472,DGAS
2473,PLOW
2474,VFC
2475,FBNC
2476,MBI
2477,AGNC
2478,ATNY
2479,ACE
2480,AAPL
2481,DGII
2482,WG
2483,CPHD
2484,SGMS
2485,FISI
2486,AXAS
2487,NKE
2488,ALTR
2489,ONE
2490,JNS
2491,ZLC
2492,SPB
2493,EXPE
2494,STJ
2495,GOOGL
2496,BALT
2497,MTH
2498,PVH
2499,SFY
2500,COBZ
2501,URS
2502,PBY
2503,LO
2504,STBZ
2505,HRTG
2506,BRKL
2507,LRCX
2508,WAL
2509,EROS
2510,DXPE
2511,UCFC
2512,NWPX
2513,TECD
2514,CLR
2515,ENR
2516,VHC
2517,APP
2518,ZMH
2519,WDR
2520,FIX
2521,FRAN
2522,ICFI
2523,SCL
2524,CBST
2525,WRK
2526,RGS
2527,SQBK
2528,TRK
2529,PRGO
2530,CVT
2531,GALT
2532,VAR
2533,DGI
2534,KEY
2535,HIIQ
2536,PBYI
2537,TWI
2538,RGA
2539,RGEN
2540,DF
2541,NPK
2542,CW
2543,ACET
2544,NASB
2545,TOWN
2546,VICL
2547,CLDX
2548,TCRD
2549,QUIK
2550,EFSC
2551,PAY
2552,PRGS
2553,WLB
2554,ZLTQ
2555,WPX
2556,IMI
2557,XEC
2558,BNCL
2559,ECHO
2560,IPCC
2561,IPHS
2562,DFS
2563,VLGEA
2564,FBHS
2565,DPZ
2566,VTR
2567,HFWA
2568,SPN
2569,PSMI
2570,ARRS
2571,YELP
2572,URG
2573,LAZ
2574,PTP
2575,QDEL
2576,ITW
2577,BECN
2578,GNTX
2579,LOPE
2580,MSL
2581,SKT
2582,SPSC
2583,SMCI
2584,EBAY
2585,USMO
2586,JAH
2587,WBMD
2588,NNI
2589,BRCM
2590,CAVM
2591,GFIG
2592,PTIE
2593,EPAY
2594,CPST
2595,IBCA
2596,CHDX
2597,PG
2598,PPBI
2599,KERX
2600,GTXI
2601,SPTN
2602,ICON
2603,CRR
2604,PNC
2605,REI
2606,ANF
2607,GOV
2608,STSI
2609,OME
2610,AVNR
2611,RIGL
2612,MMC
2613,TPC
2614,CWST
2615,NVAX
2616,CHTR
2617,LDOS
2618,MCRL
2619,LMCA
2620,CMC
2621,PDCE
2622,EXH
2623,BCOV
2624,AKAO
2625,SNV
2626,AHL
2627,CERS
2628,GLNG
2629,PPO
2630,KCLI
2631,MEI
2632,SLB
2633,HTWR
2634,VRA
2635,EL
2636,BBY
2637,MRTN
2638,PPHM
2639,GPI
2640,PLCE
2641,EQIX
2642,FFNW
2643,LPG
2644,OMEX
2645,ARO
2646,OPY
2647,UTI
2648,AHT
2649,DW
2650,CIA
2651,SLM
2652,CSLT
2653,DG
2654,PDCO
2655,QSII
2656,HBI
2657,ALNY
2658,EQR
2659,CAR
2660,HRB
2661,INCY
2662,FTNT
2663,OPWR
2664,MYCC
2665,ETFC
2666,WMAR
2667,NTLS
2668,SHLO
2669,VSTM
2670,SNDK
2671,AINV
2672,INAP
2673,CRAY
2674,ASPX
2675,NYMT
2676,LPLA
2677,PSB
2678,I
2679,MGRC
2680,BODY
2681,NWS
2682,MLHR
2683,STSA
2684,PNW
2685,DTE
2686,HSNI
2687,WIX
2688,AFFX
2689,WRLD
2690,SIVB
2691,TMP
2692,BLL
2693,RUBI
2694,CYTK
2695,SMG
2696,PFS
2697,OFIX
2698,ABAX
2699,UHAL
2700,GRMN
2701,SCHN
2702,NLSN
2703,MTRX
2704,VNDA
2705,CRUS
2706,DRI
2707,BMY
2708,CATO
2709,FCF
2710,SIF
2711,JJSF
2712,INVN
2713,WHF
2714,CLCT
2715,B
2716,EBTC
2717,CNSI
2718,KTWO
2719,EGP
2720,SANM
2721,BCRX
2722,JLL
2723,MDR
2724,CAT
2725,BEAV
2726,MOH
2727,MWA
2728,CNSL
2729,KOG
2730,BKU
2731,EVDY
2732,PLT
2733,ISIS
2734,LF
2735,OLED
2736,NUAN
2737,PCLN
2738,SBUX
2739,GEF
2740,NYLD
2741,CARB
2742,ARI
2743,DGX
2744,MTW
2745,CLX
2746,QTM
2747,DXCM
2748,ASCMA
2749,FCE_A
2750,WIBC
2751,PE
2752,TWC
2753,FELE
2754,DRH
2755,NATR
2756,IT
2757,HPT
2758,LHO
2759,VLY
2760,OKSB
2761,H
2762,ATLO
2763,HBAN
2764,OB
2765,RDC
2766,SBY
2767,WBC
2768,HPTX
2769,FRNK
2770,MNRO
2771,NOG
2772,MCGC
2773,ROIC
2774,IPGP
2775,ALE
2776,NWE
2777,ASEI
2778,CKP
2779,CPN
2780,PSTB
2781,ISBC
2782,MHK
2783,AKBA
2784,POWI
2785,BKH
2786,CUTR
2787,GLF
2788,SUNS
2789,AMAT
2790,TREE
2791,HA
2792,BAS
2793,NBBC
2794,MAN
2795,NMIH
2796,MFA
2797,HMSY
2798,CIDM
2799,TCBK
2800,HT
2801,OMC
2802,UACL
2803,UMBF
2804,EQU
2805,LFVN
2806,OPHT
2807,CPSI
2808,SPPI
2809,FCFS
2810,CTL
2811,CBT
2812,FWM
2813,CLNE
2814,ENSG
2815,STWD
2816,HGR
2817,AIT
2818,DFRG
2819,LDL
2820,EBF
2821,CWCO
2822,MKTX
2823,CB
2824,MON
2825,GSIT
2826,MRLN
2827,TAXI
2828,ROG
2829,SONS
2830,LTC
2831,APA
2832,TBNK
2833,MGLN
2834,PKT
2835,QRVO
2836,NYNY
2837,PAYX
2838,RDEN
2839,CIEN
2840,GLPW
2841,UMH
2842,SXI
2843,BAH
2844,DXYN
2845,WWAV
2846,WRI
2847,ACW
2848,BSET
2849,CASH
2850,BWINB
2851,ESS
2852,MCHX
2853,NU
2854,HOS
2855,XPO
2856,MTSC
2857,BOKF
2858,COO
2859,DCT
2860,KODK
2861,ACIW
2862,WNR
2863,ELGX
2864,GBX
2865,TROX
2866,CPT
2867,DWSN
2868,UNH
2869,GILD
2870,PMCS
2871,GPS
2872,PRTA
2873,TMUS
2874,VASC
2875,PODD
2876,MOSY
2877,MRCY
2878,ZAZA
2879,GNCMA
2880,BIG
2881,FARO
2882,LDR
2883,POST
2884,ABBV
2885,MVNR
2886,BLMN
2887,CVGI
2888,EXPD
2889,AMNB
2890,KEX
2891,EGHT
2892,UDR
2893,CSG
2894,APOG
2895,CALL
2896,ITC
2897,ITT
2898,DOW
2899,UCBI
2900,DHX
2901,AZO
2902,HCC
2903,COVS
2904,IRBT
2905,OXY
2906,PPG
2907,WOR
2908,HSY
2909,BELFB
2910,CHTP
2911,BTX
2912,MGM
2913,YORW
2914,QGEN
2915,CQB
2916,EMCI
2917,EGBN
2918,ATW
2919,FOSL
2920,THFF
2921,TOWR
2922,JWN
2923,HCA
2924,UNXL
2925,UVSP
2926,CLFD
2927,TRR
2928,CVC
2929,DVAX
2930,HD
2931,NNVC
2932,NEO
2933,SMRT
2934,SSTK
2935,VR
2936,IPCM
2937,XONE
2938,HSC
2939,AEE
2940,AGTC
2941,HBIO
2942,MNI
2943,ROL
2944,CASY
2945,TICC
2946,MRGE
2947,UFPT
2948,ISSC
2949,EVHC
2950,MENT
2951,BSX
2952,CFG
2953,AEL
2954,LGF
2955,UA_C
2956,ATO
2957,CSGS
2958,FHCO
2959,HCT
2960,RNST
2961,ASTE
2962,EVR
2963,STC
2964,PLKI
2965,CPWR
2966,ORI
2967,GHDX
2968,NOC
2969,BGC
2970,CVG
2971,NX
2972,WCN
2973,WETF
2974,SCAI
2975,GEO
2976,MKSI
2977,TRW
2978,CBB
2979,TYPE
2980,BOH
2981,ZUMZ
2982,KWR
2983,ACLS
2984,OZRK
2985,MDCA
2986,NFX
2987,YUM
2988,WCG
2989,RNG
2990,ENZ
2991,NXST
2992,UNIS
2993,SIR
2994,POR
2995,CBOE
2996,CCBG
2997,BBRG
2998,FRF
2999,CRVL
3000,CTS
3001,OGS
3002,HLSS
3003,ATMI
3004,WIFI
3005,SHLD
3006,UHS
3007,FDO
3008,HMTV
3009,LTXC
3010,PENN
3011,MBRG
3012,SMA
3013,BCPC
3014,DATA
3015,ARQL
3016,AIZ
3017,ESL
3018,GORO
3019,TIME
3020,ZEP
3021,FVE
3022,VTSS
3023,CNMD
3024,AOSL
3025,EXAM
3026,FRX
3027,IBKC
3028,RLI
3029,OCLR
3030,OKE
3031,ORIT
3032,GNC
3033,IPI
3034,TRMK
3035,HRC
3036,HIL
3037,OABC
3038,HAIN
3039,TSO
3040,DPS
3041,TDS
3042,MSEX
3043,DLR
3044,WDC
3045,RMAX
3046,KMB
3047,ENPH
3048,WEYS
3049,ACAT
3050,PEI
3051,SCM
3052,NWHM
3053,EIGI
3054,EIG
3055,LVNTA
3056,SCSC
3057,VRNG
3058,TNC
3059,HELI
3060,ECOL
3061,AWH
3062,CRS
3063,TAHO
3064,HHC
3065,PBF
3066,GPT
3067,NCI
3068,DLTR
3069,TLYS
3070,ED
3071,CAH
3072,LTS
3073,POL
3074,TAM
3075,TLMR
3076,DISCK
3077,COKE
3078,CCMP
3079,NWN
3080,NWLI
3081,PF
3082,MSTR
3083,UPIP
3084,SLGN
3085,SNBC
3086,TPX
3087,TYL
3088,PCO
3089,MNK
3090,OMED
3091,OLN
3092,INTX
3093,RGDO
3094,USB
3095,AF
3096,SWHC
3097,GAIA
3098,AMP
3099,PB
3100,BRLI
3101,EAC
3102,TRNO
3103,EXPO
3104,PAHC
3105,PATK
3106,TRMR
3107,ECL
3108,AROW
3109,NEWS
3110,GE
3111,PCH
3112,SGY
3113,CMCSA
3114,LADR
3115,SWI
3116,UA
3117,ABMD
3118,FTK
3119,NSP
3120,MXL
3121,GMAN
3122,SIGI
3123,ANAD
3124,AYI
3125,AMWD
3126,HAWK
3127,SRE
3128,MPC
3129,PRK
3130,SLH
3131,WINA
3132,SIGM
3133,EMN
3134,CMN
3135,VRTX
3136,ITCI
3137,HTCO
3138,WTR
3139,FOLD
3140,ENH
3141,SGBK
3142,BKE
3143,PIKE
3144,SNA
3145,CEVA
3146,APL
3147,THOR
3148,MFRM
3149,SMP
3150,ZAGG
3151,ROSE
3152,TEN
3153,OHI
3154,SVU
3155,ASH
3156,LPI
3157,MFLX
3158,FNLC
3159,OHRP
3160,BANC
3161,TMK
3162,RMD
3163,CHMT
3164,IR
3165,YDKN
3166,ATEC
3167,BCR
3168,FDS
3169,WMK
3170,CAS
3171,TSRA
3172,ONB
3173,STMP
3174,AVGO
3175,MO
3176,NPO
3177,CCOI
3178,THS
3179,SYMC
3180,ARAY
3181,RBCN
3182,BPZ
3183,EBIO
3184,NYT
3185,SGNT
